condition,probe,policy_id,enactment_year,topics,slope,endpoint_delta
talkie_sft,likert,US-1958-NDEA,1958,natl_security,0.000932,0.010810
talkie_sft,likert,US-1958-NASA-ACT,1958,,0.000860,0.009596
talkie_sft,likert,US-1958-COOPER,1958,,0.000785,0.007472
talkie_sft,likert,US-1961-MAPP,1961,,-0.000526,-0.003217
talkie_sft,likert,US-1961-PEACE-CORPS,1961,,-0.000451,-0.002732
talkie_sft,likert,US-1962-BAKER,1962,,-0.000630,0.003491
talkie_sft,likert,US-1962-ENGEL,1962,,-0.000107,0.003331
talkie_sft,likert,US-1962-KEFAUVER-HARRIS,1962,health_medical,-0.000993,-0.005382
talkie_sft,likert,US-1963-EQUAL-PAY,1963,civil_rights|labor_wages,-0.000967,0.008225
talkie_sft,likert,US-1963-GIDEON,1963,,-0.001122,-0.000234
talkie_sft,likert,US-1963-TEST-BAN-TREATY,1963,environment,-0.000612,0.011431
talkie_sft,likert,US-1964-24TH-AMENDMENT,1964,finance_banking,-0.000959,-0.013389
talkie_sft,likert,US-1964-CIVIL-RIGHTS-ACT,1964,civil_rights|labor_wages,-0.001032,-0.002966
talkie_sft,likert,US-1964-ECONOMIC-OPPORTUNITY,1964,natl_security,-0.000996,-0.014190
talkie_sft,likert,US-1964-HEART-ATLANTA,1964,civil_rights,-0.001190,-0.013418
talkie_sft,likert,US-1964-NYT-SULLIVAN,1964,,-0.002643,-0.030495
talkie_sft,likert,US-1964-REYNOLDS,1964,civil_rights,-0.001134,-0.014025
talkie_sft,likert,US-1964-TONKIN-GULF,1964,natl_security,-0.000545,-0.011216
talkie_sft,likert,US-1965-ESEA,1965,,-0.001350,-0.020100
talkie_sft,likert,US-1965-GRISWOLD,1965,civil_rights,-0.001039,-0.010883
talkie_sft,likert,US-1965-HART-CELLER,1965,,-0.000715,-0.012807
talkie_sft,likert,US-1965-MEDICARE-MEDICAID,1965,social_welfare,-0.002262,-0.026140
talkie_sft,likert,US-1965-VRA,1965,civil_rights,-0.002739,-0.021448
talkie_sft,likert,US-1966-FOIA,1966,,-0.000799,-0.001022
talkie_sft,likert,US-1966-HARPER,1966,civil_rights|finance_banking,-0.001521,-0.008361
talkie_sft,likert,US-1966-MIRANDA,1966,natl_security,-0.000768,0.003910
talkie_sft,likert,US-1967-KATZ,1967,natl_security,-0.000565,0.016565
talkie_sft,likert,US-1967-LOVING,1967,,0.000031,0.009016
talkie_sft,likert,US-1967-ADEA,1967,civil_rights|labor_wages,-0.000080,0.002590
talkie_sft,likert,US-1968-FAIR-HOUSING,1968,civil_rights|social_welfare,0.000748,0.007213
talkie_sft,likert,US-1968-GUN-CONTROL,1968,crim_justice,0.001313,0.008889
talkie_sft,likert,US-1968-TERRY,1968,,0.000758,0.003546
talkie_sft,likert,US-1968-OMNIBUS-CRIME-CONTROL,1968,natl_security|crim_justice,0.001659,0.009484
talkie_sft,likert,US-1968-TRUTH-IN-LENDING,1968,,0.001687,0.011925
talkie_sft,likert,US-1969-BRANDENBURG,1969,,0.001733,-0.013772
talkie_sft,likert,US-1969-NEPA,1969,environment,0.002083,0.005200
talkie_sft,likert,US-1969-TINKER,1969,,0.002890,0.001414
talkie_sft,likert,US-1970-CLEAN-AIR,1970,environment,0.002350,0.010793
talkie_sft,likert,US-1970-CSA,1970,health_medical,0.002857,0.015806
talkie_sft,likert,US-1970-OSHA,1970,labor_wages,0.002063,0.006800
talkie_sft,likert,US-1970-FCRA,1970,,0.002249,0.009158
talkie_sft,likert,US-1970-BANK-SECRECY,1970,crim_justice,0.002213,0.012197
talkie_sft,likert,US-1971-26TH,1971,civil_rights,0.000681,0.003706
talkie_sft,likert,US-1971-FECA,1971,,0.002312,0.019319
talkie_sft,likert,US-1971-LEMON,1971,,0.001748,0.012601
talkie_sft,likert,US-1971-PENTAGON-PAPERS,1971,,0.001534,0.007062
talkie_sft,likert,US-1971-ANCSA,1971,finance_banking,0.001545,0.013744
talkie_sft,likert,US-1972-CLEAN-WATER,1972,,0.001812,0.019881
talkie_sft,likert,US-1972-FURMAN,1972,,0.000668,0.010915
talkie_sft,likert,US-1972-TITLE-IX,1972,civil_rights,0.001599,0.016568
talkie_sft,likert,US-1972-YODER,1972,,0.000686,0.010684
talkie_sft,likert,US-1972-CPSA,1972,labor_wages,0.002149,0.026422
talkie_sft,likert,US-1973-ESA,1973,,0.001016,0.005015
talkie_sft,likert,US-1973-REHABILITATION,1973,civil_rights|labor_wages,0.001648,0.017784
talkie_sft,likert,US-1973-RODRIGUEZ,1973,civil_rights,0.001274,0.006896
talkie_sft,likert,US-1973-ROE,1973,,0.001304,0.006897
talkie_sft,likert,US-1973-WAR-POWERS,1973,natl_security,0.001487,0.010978
talkie_sft,likert,US-1974-ECOA,1974,civil_rights,-0.000143,-0.015065
talkie_sft,likert,US-1974-ERISA,1974,social_welfare,0.001375,0.006397
talkie_sft,likert,US-1974-MILLIKEN,1974,civil_rights,0.000015,-0.024321
talkie_sft,likert,US-1974-PRIVACY-ACT,1974,,0.000466,-0.005821
talkie_sft,likert,US-1975-IDEA,1975,,-0.000768,-0.024158
talkie_sft,likert,US-1975-ISDEAA,1975,,-0.000943,-0.001606
talkie_sft,likert,US-1975-EPCA,1975,environment,-0.001221,-0.024031
talkie_sft,likert,US-1976-BUCKLEY,1976,,-0.002470,0.027461
talkie_sft,likert,US-1976-GREGG,1976,crim_justice,-0.001930,0.000054
talkie_sft,likert,US-1976-TSCA,1976,,-0.002914,0.001278
talkie_sft,likert,US-1977-CRA,1977,finance_banking,-0.002159,-0.026897
talkie_sft,likert,US-1977-FED-DUAL-MANDATE,1977,labor_wages,-0.002766,-0.041076
talkie_sft,likert,US-1978-AIRLINE-DEREG,1978,environment,-0.002580,-0.033682
talkie_sft,likert,US-1978-BAKKE,1978,civil_rights,-0.002608,-0.029141
talkie_sft,likert,US-1978-FISA,1978,natl_security,-0.003847,-0.043640
talkie_sft,likert,US-1978-HUMPHREY-HAWKINS,1978,labor_wages,-0.002558,-0.029172
talkie_sft,likert,US-1978-ICWA,1978,,-0.002840,-0.026167
talkie_sft,likert,US-1978-PREGNANCY-DISCRIM,1978,civil_rights,-0.004957,-0.042991
talkie_sft,likert,US-1978-AIRFA,1978,,-0.002314,-0.021882
talkie_sft,likert,US-1980-CERCLA,1980,,-0.002337,-0.016341
talkie_sft,likert,US-1980-DIDMCA,1980,,-0.001674,-0.007668
talkie_sft,likert,US-1980-REFUGEE-ACT,1980,,-0.001615,-0.013815
talkie_sft,likert,US-1982-VRA-AMENDMENTS,1982,civil_rights,-0.000541,-0.008446
talkie_sft,likert,US-1983-CHADHA,1983,,0.001163,-0.015348
talkie_sft,likert,US-1984-CHEVRON,1984,,0.000721,-0.007758
talkie_sft,likert,US-1984-SENTENCING,1984,crim_justice,-0.000154,-0.028697
talkie_sft,likert,US-1986-BOWERS,1986,crim_justice,-0.001151,-0.028198
talkie_sft,likert,US-1986-IRCA,1986,,-0.002054,-0.028833
talkie_sft,likert,US-1986-TAX-REFORM,1986,finance_banking,-0.000931,-0.017546
talkie_sft,likert,US-1987-DOLE,1987,,-0.000551,-0.000786
talkie_sft,likert,US-1988-CIVIL-LIBERTIES-ACT,1988,,-0.002992,-0.018371
talkie_sft,likert,US-1990-ADA,1990,civil_rights,0.000590,0.013120
talkie_sft,likert,US-1990-CLEAN-AIR-AMEND,1990,environment,-0.003031,-0.017054
talkie_sft,likert,US-1990-IMMIGRATION-ACT,1990,labor_wages,-0.001916,-0.015384
talkie_sft,likert,US-1991-CIVIL-RIGHTS-ACT,1991,civil_rights|labor_wages,-0.000854,-0.012512
talkie_sft,likert,US-1992-CASEY,1992,,-0.001967,-0.023328
talkie_sft,likert,US-1993-BRADY,1993,crim_justice,-0.001611,-0.008147
talkie_sft,likert,US-1993-FMLA,1993,health_medical,-0.000153,0.003453
talkie_sft,likert,US-1993-NVRA,1993,,-0.001422,-0.013714
talkie_sft,likert,US-1993-RFRA,1993,,-0.001245,-0.013287
talkie_sft,likert,US-1994-CRIME-BILL,1994,crim_justice,0.000750,-0.018635
talkie_sft,likert,US-1994-NAFTA,1994,,-0.001316,-0.011815
talkie_sft,likert,US-1994-VAWA,1994,,-0.000731,-0.010480
talkie_sft,likert,US-1995-LOPEZ,1995,crim_justice,-0.001424,-0.009516
talkie_sft,likert,US-1996-DOMA,1996,,-0.000548,-0.026467
talkie_sft,likert,US-1996-PRWORA,1996,social_welfare,0.002100,-0.010639
talkie_sft,likert,US-1996-TELECOM,1996,,-0.000258,-0.020514
talkie_sft,likert,US-1996-AEDPA,1996,,-0.000514,-0.007360
talkie_sft,likert,US-1996-IIRIRA,1996,,-0.000671,-0.010095
talkie_sft,likert,US-1997-PRINTZ,1997,,0.000472,-0.012429
talkie_sft,likert,US-1997-RENO-ACLU,1997,,-0.000162,-0.013724
talkie_sft,likert,US-1999-GLBA,1999,,-0.000011,-0.010268
talkie_sft,likert,US-2000-BUSH-GORE,2000,civil_rights,0.000316,-0.019101
talkie_sft,likert,US-2001-NCLB,2001,,-0.003900,-0.028514
talkie_sft,likert,US-2001-PATRIOT,2001,natl_security,-0.000675,-0.013778
talkie_sft,likert,US-2001-AUMF,2001,,-0.000521,-0.007875
talkie_sft,likert,US-2002-HAVA,2002,,-0.002557,-0.011521
talkie_sft,likert,US-2002-HOMELAND-SECURITY,2002,natl_security|finance_banking,-0.001997,-0.009672
talkie_sft,likert,US-2002-SOX,2002,,-0.001239,-0.002486
talkie_sft,likert,US-2002-IRAQ-AUMF,2002,natl_security,-0.000990,-0.009383
talkie_sft,likert,US-2003-LAWRENCE,2003,crim_justice,-0.001921,-0.006082
talkie_sft,likert,US-2003-MEDICARE-MMA,2003,social_welfare|health_medical,-0.003338,-0.017770
talkie_sft,likert,US-2005-KELO,2005,,-0.003762,-0.055863
talkie_sft,likert,US-2007-MASS-EPA,2007,environment,-0.005521,-0.054625
talkie_sft,likert,US-2008-HELLER,2008,crim_justice,-0.007279,-0.119558
talkie_sft,likert,US-2009-ARRA,2009,finance_banking,-0.002751,-0.016888
talkie_sft,likert,US-2009-LILLY-LEDBETTER,2009,civil_rights,-0.002841,-0.025505
talkie_sft,likert,US-2009-HATE-CRIMES,2009,crim_justice,-0.004377,-0.034054
talkie_sft,likert,US-2010-ACA,2010,social_welfare,-0.004182,-0.048697
talkie_sft,likert,US-2010-CITIZENS-UNITED,2010,,-0.005964,-0.057439
talkie_sft,likert,US-2010-DODD-FRANK,2010,,-0.004252,-0.052241
talkie_sft,likert,US-2010-MCDONALD,2010,,-0.008347,-0.073904
talkie_sft,likert,US-2010-DADT-REPEAL,2010,civil_rights|natl_security,-0.003461,-0.044005
talkie_sft,likert,US-2012-NFIB,2012,social_welfare|finance_banking,-0.002489,-0.020197
talkie_sft,likert,US-2013-SHELBY,2013,civil_rights,-0.002838,-0.046128
talkie_sft,likert,US-2013-WINDSOR,2013,,-0.002892,-0.062851
talkie_sft,likert,US-2014-HOBBY-LOBBY,2014,civil_rights,-0.004824,-0.060723
talkie_sft,likert,US-2015-OBERGEFELL,2015,,-0.002896,-0.043852
talkie_sft,likert,US-2017-TCJA,2017,finance_banking,-0.002416,-0.014416
talkie_sft,likert,US-2018-JANUS,2018,labor_wages,-0.004432,0.004281
talkie_sft,likert,US-2018-FIRST-STEP,2018,crim_justice,0.000187,0.006079
talkie_sft,likert,US-2019-RUCHO,2019,,-0.005528,-0.032283
talkie_sft,likert,US-2020-BOSTOCK,2020,civil_rights,-0.001290,0.000085
talkie_sft,likert,US-2020-CARES,2020,labor_wages|social_welfare,-0.002120,-0.010138
talkie_sft,likert,US-2020-MCGIRT,2020,crim_justice,-0.002959,-0.017540
talkie_sft,likert,US-2021-AMERICAN-RESCUE-PLAN,2021,labor_wages|social_welfare|finance_banking,0.001398,0.010355
talkie_sft,likert,US-2021-IIJA,2021,environment,0.000171,-0.007005
talkie_sft,likert,US-2021-JUNETEENTH,2021,,0.000213,-0.001024
talkie_sft,likert,US-2022-BRUEN,2022,,-0.002408,-0.039059
talkie_sft,likert,US-2022-CHIPS,2022,,-0.001324,-0.015826
talkie_sft,likert,US-2022-DOBBS,2022,,-0.001226,-0.041583
talkie_sft,likert,US-2022-IRA,2022,environment|finance_banking|health_medical,-0.000070,-0.002647
talkie_sft,likert,US-2022-BIPARTISAN-SAFER-COMMUNITIES,2022,labor_wages|health_medical|crim_justice,-0.000047,-0.006888
talkie_sft,likert,US-2022-RESPECT-MARRIAGE,2022,,0.000920,-0.000333
talkie_sft,likert,US-2022-ELECTORAL-COUNT-REFORM,2022,,0.001071,-0.001617
nanochat_cpt,yes_no,US-1935-NIRA-SCHECHTER,1935,,0.026012,0.059753
nanochat_cpt,yes_no,US-1935-NLRA,1935,labor_wages,0.035948,0.109646
nanochat_cpt,yes_no,US-1935-SOCIAL-SECURITY,1935,labor_wages|social_welfare,0.046025,0.130198
nanochat_cpt,yes_no,US-1936-AAA-BUTLER,1936,finance_banking,0.023818,0.106910
nanochat_cpt,yes_no,US-1937-JONES-LAUGHLIN,1937,labor_wages,0.016589,0.087592
nanochat_cpt,yes_no,US-1937-WEST-COAST-HOTEL,1937,labor_wages,0.020253,0.121864
nanochat_cpt,yes_no,US-1938-FDCA,1938,health_medical,0.007373,0.055481
nanochat_cpt,yes_no,US-1938-FLSA,1938,labor_wages,0.005765,0.028945
nanochat_cpt,yes_no,US-1941-EO8802,1941,civil_rights|labor_wages|natl_security,0.002149,0.088251
nanochat_cpt,yes_no,US-1935-PUHCA,1935,,0.006353,-0.019886
nanochat_cpt,yes_no,US-1936-RURAL-ELECTRIFICATION,1936,,0.053886,0.244117
nanochat_cpt,yes_no,US-1939-HATCH-ACT,1939,,0.003146,0.047411
nanochat_cpt,yes_no,US-1940-SELECTIVE-TRAINING,1940,,-0.003537,-0.047154
nanochat_cpt,yes_no,US-1940-SMITH-ACT,1940,crim_justice,0.001656,0.065866
nanochat_cpt,yes_no,US-1941-DARBY,1941,labor_wages,0.011512,0.195393
nanochat_cpt,yes_no,US-1941-LEND-LEASE,1941,natl_security,-0.004786,-0.048016
nanochat_cpt,yes_no,US-1942-WICKARD,1942,,-0.003063,0.083209
nanochat_cpt,yes_no,US-1942-EMERGENCY-PRICE-CONTROL,1942,natl_security,0.005934,0.139832
nanochat_cpt,yes_no,US-1942-EO9066,1942,natl_security,0.006006,0.116660
nanochat_cpt,yes_no,US-1943-CHINESE-EXCLUSION-REPEAL,1943,,-0.004540,-0.068336
nanochat_cpt,yes_no,US-1944-GI-BILL,1944,labor_wages|social_welfare,-0.009811,-0.174082
nanochat_cpt,yes_no,US-1944-KOREMATSU,1944,natl_security,-0.020299,-0.293915
nanochat_cpt,yes_no,US-1945-BRETTON-WOODS,1945,finance_banking,-0.011987,-0.137490
nanochat_cpt,yes_no,US-1945-UN-PARTICIPATION,1945,natl_security|finance_banking,-0.005159,-0.071614
nanochat_cpt,yes_no,US-1946-EMPLOYMENT-ACT,1946,labor_wages,-0.017361,-0.178303
nanochat_cpt,yes_no,US-1946-APA,1946,,-0.009940,-0.135449
nanochat_cpt,yes_no,US-1947-NATIONAL-SECURITY-ACT,1947,natl_security|finance_banking,-0.018085,-0.149140
nanochat_cpt,yes_no,US-1947-TAFT-HARTLEY,1947,labor_wages,-0.013921,-0.126326
nanochat_cpt,yes_no,US-1947-TRUMAN-DOCTRINE,1947,,-0.025969,-0.232355
nanochat_cpt,yes_no,US-1948-EO9981,1948,civil_rights,-0.012337,-0.090184
nanochat_cpt,yes_no,US-1948-DISPLACED-PERSONS-ACT,1948,natl_security,-0.013698,-0.115807
nanochat_cpt,yes_no,US-1948-MARSHALL-PLAN,1948,,-0.019350,-0.180654
nanochat_cpt,yes_no,US-1948-SHELLEY,1948,social_welfare,-0.021005,-0.202078
nanochat_cpt,yes_no,US-1950-DPA,1950,natl_security,-0.021299,-0.171799
nanochat_cpt,yes_no,US-1950-INTERNAL-SECURITY,1950,natl_security|finance_banking,-0.025788,-0.200473
nanochat_cpt,yes_no,US-1951-DENNIS,1951,,-0.019780,-0.197082
nanochat_cpt,yes_no,US-1952-INA,1952,,-0.015362,-0.239390
nanochat_cpt,yes_no,US-1952-YOUNGSTOWN,1952,,-0.015061,-0.218814
nanochat_cpt,yes_no,US-1954-BROWN,1954,civil_rights,-0.013332,-0.113634
nanochat_cpt,yes_no,US-1956-HIGHWAY,1956,,-0.005018,-0.041715
nanochat_cpt,yes_no,US-1956-BANK-HOLDING-COMPANY-ACT,1956,finance_banking,-0.003791,-0.029494
nanochat_cpt,yes_no,US-1957-CIVIL-RIGHTS-ACT,1957,civil_rights,0.000206,-0.026644
nanochat_cpt,yes_no,US-1957-YATES,1957,,-0.000252,-0.030790
nanochat_cpt,yes_no,US-1957-EO10730,1957,civil_rights,-0.001398,-0.026904
nanochat_cpt,yes_no,US-1958-NDEA,1958,natl_security,-0.001073,-0.050357
nanochat_cpt,yes_no,US-1958-NASA-ACT,1958,,0.000984,-0.036323
nanochat_cpt,yes_no,US-1958-COOPER,1958,,0.004862,0.015423
nanochat_cpt,yes_no,US-1961-MAPP,1961,,0.011019,0.096262
nanochat_cpt,yes_no,US-1961-PEACE-CORPS,1961,,0.007945,0.021687
nanochat_cpt,yes_no,US-1962-BAKER,1962,,0.012234,0.100427
nanochat_cpt,yes_no,US-1962-ENGEL,1962,,0.010577,0.093118
nanochat_cpt,yes_no,US-1962-KEFAUVER-HARRIS,1962,health_medical,0.012406,0.096577
nanochat_cpt,yes_no,US-1963-EQUAL-PAY,1963,civil_rights|labor_wages,0.003655,0.021155
nanochat_cpt,yes_no,US-1963-GIDEON,1963,,0.010106,0.086460
nanochat_cpt,yes_no,US-1963-TEST-BAN-TREATY,1963,environment,0.003664,0.036751
nanochat_cpt,yes_no,US-1964-24TH-AMENDMENT,1964,finance_banking,0.002449,0.040154
nanochat_cpt,yes_no,US-1964-CIVIL-RIGHTS-ACT,1964,civil_rights|labor_wages,0.009346,0.123120
nanochat_cpt,yes_no,US-1964-ECONOMIC-OPPORTUNITY,1964,natl_security,-0.000081,0.048025
nanochat_cpt,yes_no,US-1964-HEART-ATLANTA,1964,civil_rights,0.003914,0.052450
nanochat_cpt,yes_no,US-1964-NYT-SULLIVAN,1964,,0.006571,0.090434
nanochat_cpt,yes_no,US-1964-REYNOLDS,1964,civil_rights,0.007438,0.091997
nanochat_cpt,yes_no,US-1964-TONKIN-GULF,1964,natl_security,0.002760,0.041369
nanochat_cpt,yes_no,US-1965-ESEA,1965,,0.006054,0.092522
nanochat_cpt,yes_no,US-1965-GRISWOLD,1965,civil_rights,0.002700,0.034497
nanochat_cpt,yes_no,US-1965-HART-CELLER,1965,,0.006869,0.084719
nanochat_cpt,yes_no,US-1965-MEDICARE-MEDICAID,1965,social_welfare,0.004362,0.079899
nanochat_cpt,yes_no,US-1965-VRA,1965,civil_rights,0.006904,0.091560
nanochat_cpt,yes_no,US-1966-FOIA,1966,,0.008321,0.045839
nanochat_cpt,yes_no,US-1966-HARPER,1966,civil_rights|finance_banking,-0.000371,-0.035141
nanochat_cpt,yes_no,US-1966-MIRANDA,1966,natl_security,0.010087,0.073637
nanochat_cpt,yes_no,US-1967-KATZ,1967,natl_security,0.004211,0.003692
nanochat_cpt,yes_no,US-1967-LOVING,1967,,-0.000933,-0.041744
nanochat_cpt,yes_no,US-1967-ADEA,1967,civil_rights|labor_wages,0.005278,-0.001103
nanochat_cpt,yes_no,US-1968-FAIR-HOUSING,1968,civil_rights|social_welfare,0.006460,0.123494
nanochat_cpt,yes_no,US-1968-GUN-CONTROL,1968,crim_justice,0.006631,0.131050
nanochat_cpt,yes_no,US-1968-TERRY,1968,,0.004915,0.105134
nanochat_cpt,yes_no,US-1968-OMNIBUS-CRIME-CONTROL,1968,natl_security|crim_justice,0.004160,0.098116
nanochat_cpt,yes_no,US-1968-TRUTH-IN-LENDING,1968,,0.008947,0.153022
nanochat_cpt,yes_no,US-1969-BRANDENBURG,1969,,0.004099,0.062402
nanochat_cpt,yes_no,US-1969-NEPA,1969,environment,0.006578,0.104379
nanochat_cpt,yes_no,US-1969-TINKER,1969,,0.001990,0.041369
nanochat_cpt,yes_no,US-1970-CLEAN-AIR,1970,environment,-0.000056,0.008169
nanochat_cpt,yes_no,US-1970-CSA,1970,health_medical,0.002046,-0.006491
nanochat_cpt,yes_no,US-1970-OSHA,1970,labor_wages,0.001178,-0.013237
nanochat_cpt,yes_no,US-1970-FCRA,1970,,0.003016,0.029635
nanochat_cpt,yes_no,US-1970-BANK-SECRECY,1970,crim_justice,0.002210,0.013646
nanochat_cpt,yes_no,US-1971-26TH,1971,civil_rights,-0.003074,-0.044983
nanochat_cpt,yes_no,US-1971-FECA,1971,,0.003665,0.011388
nanochat_cpt,yes_no,US-1971-LEMON,1971,,0.000498,-0.020407
nanochat_cpt,yes_no,US-1971-PENTAGON-PAPERS,1971,,0.000043,-0.027033
nanochat_cpt,yes_no,US-1971-ANCSA,1971,finance_banking,0.004793,0.017356
nanochat_cpt,yes_no,US-1972-CLEAN-WATER,1972,,0.007892,0.107884
nanochat_cpt,yes_no,US-1972-FURMAN,1972,,0.004083,0.052792
nanochat_cpt,yes_no,US-1972-TITLE-IX,1972,civil_rights,0.008268,0.099914
nanochat_cpt,yes_no,US-1972-YODER,1972,,0.003645,0.047562
nanochat_cpt,yes_no,US-1972-CPSA,1972,labor_wages,0.008340,0.109613
nanochat_cpt,yes_no,US-1973-ESA,1973,,0.007607,0.097315
nanochat_cpt,yes_no,US-1973-REHABILITATION,1973,civil_rights|labor_wages,0.008719,0.086418
nanochat_cpt,yes_no,US-1973-RODRIGUEZ,1973,civil_rights,0.004958,0.034505
nanochat_cpt,yes_no,US-1973-ROE,1973,,0.001720,0.028372
nanochat_cpt,yes_no,US-1973-WAR-POWERS,1973,natl_security,0.004298,0.072213
nanochat_cpt,yes_no,US-1974-ECOA,1974,civil_rights,0.006091,0.057116
nanochat_cpt,yes_no,US-1974-ERISA,1974,social_welfare,0.007284,0.067052
nanochat_cpt,yes_no,US-1974-MILLIKEN,1974,civil_rights,0.004469,0.054165
nanochat_cpt,yes_no,US-1974-PRIVACY-ACT,1974,,0.006958,0.087610
nanochat_cpt,yes_no,US-1975-IDEA,1975,,0.001670,-0.031945
nanochat_cpt,yes_no,US-1975-ISDEAA,1975,,0.003238,-0.024355
nanochat_cpt,yes_no,US-1975-EPCA,1975,environment,0.001635,-0.044877
nanochat_cpt,yes_no,US-1976-BUCKLEY,1976,,0.006345,0.061050
nanochat_cpt,yes_no,US-1976-GREGG,1976,crim_justice,0.006540,0.069854
nanochat_cpt,yes_no,US-1976-TSCA,1976,,0.004656,0.057008
nanochat_cpt,yes_no,US-1977-CRA,1977,finance_banking,0.008004,0.110228
nanochat_cpt,yes_no,US-1977-FED-DUAL-MANDATE,1977,labor_wages,0.008070,0.121050
nanochat_cpt,yes_no,US-1978-AIRLINE-DEREG,1978,environment,0.003728,0.028851
nanochat_cpt,yes_no,US-1978-BAKKE,1978,civil_rights,0.002996,0.018428
nanochat_cpt,yes_no,US-1978-FISA,1978,natl_security,0.003861,0.020362
nanochat_cpt,yes_no,US-1978-HUMPHREY-HAWKINS,1978,labor_wages,0.004159,0.025837
nanochat_cpt,yes_no,US-1978-ICWA,1978,,0.006490,0.055815
nanochat_cpt,yes_no,US-1978-PREGNANCY-DISCRIM,1978,civil_rights,0.006474,0.049247
nanochat_cpt,yes_no,US-1978-AIRFA,1978,,0.006710,0.048802
nanochat_cpt,yes_no,US-1980-CERCLA,1980,,0.009281,0.124073
nanochat_cpt,yes_no,US-1980-DIDMCA,1980,,0.011103,0.138551
nanochat_cpt,yes_no,US-1980-REFUGEE-ACT,1980,,0.010371,0.134459
nanochat_cpt,yes_no,US-1982-VRA-AMENDMENTS,1982,civil_rights,0.011897,0.024057
nanochat_cpt,yes_no,US-1983-CHADHA,1983,,0.012384,0.076896
nanochat_cpt,yes_no,US-1984-CHEVRON,1984,,0.016189,0.180213
nanochat_cpt,yes_no,US-1984-SENTENCING,1984,crim_justice,0.014470,0.156808
nanochat_cpt,yes_no,US-1986-BOWERS,1986,crim_justice,0.007334,0.045917
nanochat_cpt,yes_no,US-1986-IRCA,1986,,0.010685,0.041869
nanochat_cpt,yes_no,US-1986-TAX-REFORM,1986,finance_banking,0.011830,0.060500
nanochat_cpt,yes_no,US-1987-DOLE,1987,,0.009523,0.132250
nanochat_cpt,yes_no,US-1988-CIVIL-LIBERTIES-ACT,1988,,0.007855,0.092200
nanochat_cpt,yes_no,US-1990-ADA,1990,civil_rights,0.003924,-0.009436
nanochat_cpt,yes_no,US-1990-CLEAN-AIR-AMEND,1990,environment,0.002051,-0.026130
nanochat_cpt,yes_no,US-1990-IMMIGRATION-ACT,1990,labor_wages,-0.001550,-0.044849
nanochat_cpt,yes_no,US-1991-CIVIL-RIGHTS-ACT,1991,civil_rights|labor_wages,-0.004027,-0.097646
nanochat_cpt,yes_no,US-1992-CASEY,1992,,0.007287,0.148455
nanochat_cpt,yes_no,US-1993-BRADY,1993,crim_justice,0.003059,0.065997
nanochat_cpt,yes_no,US-1993-FMLA,1993,health_medical,0.005661,0.074028
nanochat_cpt,yes_no,US-1993-NVRA,1993,,0.004698,0.065629
nanochat_cpt,yes_no,US-1993-RFRA,1993,,0.004574,0.085715
nanochat_cpt,yes_no,US-1994-CRIME-BILL,1994,crim_justice,-0.000931,-0.035388
nanochat_cpt,yes_no,US-1994-NAFTA,1994,,0.003019,0.022938
nanochat_cpt,yes_no,US-1994-VAWA,1994,,0.000924,-0.008147
nanochat_cpt,yes_no,US-1995-LOPEZ,1995,crim_justice,0.003875,0.026268
nanochat_cpt,yes_no,US-1996-DOMA,1996,,0.000208,0.053155
nanochat_cpt,yes_no,US-1996-PRWORA,1996,social_welfare,0.001474,0.056326
nanochat_cpt,yes_no,US-1996-TELECOM,1996,,0.002321,0.078320
nanochat_cpt,yes_no,US-1996-AEDPA,1996,,0.005684,0.074337
nanochat_cpt,yes_no,US-1996-IIRIRA,1996,,0.006400,0.104850
nanochat_cpt,yes_no,US-1997-PRINTZ,1997,,-0.006012,-0.083826
nanochat_cpt,yes_no,US-1997-RENO-ACLU,1997,,-0.005173,-0.079324
nanochat_cpt,yes_no,US-1999-GLBA,1999,,0.005790,0.067389
nanochat_cpt,yes_no,US-2000-BUSH-GORE,2000,civil_rights,0.007659,0.131984
nanochat_cpt,yes_no,US-2001-NCLB,2001,,0.003527,0.000066
nanochat_cpt,yes_no,US-2001-PATRIOT,2001,natl_security,0.005518,0.019851
nanochat_cpt,yes_no,US-2001-AUMF,2001,,0.006625,0.048869
nanochat_cpt,yes_no,US-2002-HAVA,2002,,0.002135,0.013076
nanochat_cpt,yes_no,US-2002-HOMELAND-SECURITY,2002,natl_security|finance_banking,0.005498,0.028527
nanochat_cpt,yes_no,US-2002-SOX,2002,,-0.000905,-0.012999
nanochat_cpt,yes_no,US-2002-IRAQ-AUMF,2002,natl_security,0.007853,0.066665
nanochat_cpt,yes_no,US-2003-LAWRENCE,2003,crim_justice,0.009706,0.110111
nanochat_cpt,yes_no,US-2003-MEDICARE-MMA,2003,social_welfare|health_medical,0.014045,0.131745
nanochat_cpt,yes_no,US-2005-KELO,2005,,0.013604,0.101486
nanochat_cpt,yes_no,US-2007-MASS-EPA,2007,environment,0.010004,0.171530
nanochat_cpt,yes_no,US-2008-HELLER,2008,crim_justice,0.010878,0.104440
nanochat_cpt,yes_no,US-2009-ARRA,2009,finance_banking,0.004856,-0.024866
nanochat_cpt,yes_no,US-2009-LILLY-LEDBETTER,2009,civil_rights,0.010035,0.033604
nanochat_cpt,yes_no,US-2009-HATE-CRIMES,2009,crim_justice,0.003732,-0.030591
